0,0,0,0,2,17:52:45
0,0,0,0,2,17:52:45
0,0,14,14,2,17:52:45
0,0,14,14,2,17:52:47
0,0,14,14,2,17:52:47
0,0,14,14,2,17:52:47
0,0,14,14,2,17:52:47
0,0,14,14,2,17:52:48
0,0,14,14,2,17:52:48
0,0,14,14,2,17:52:48
0,0,14,14,2,17:52:48
69,69,14,14,2,17:52:48
69,69,14,14,2,17:52:53
69,69,14,14,2,17:52:53
69,69,87,59,2,17:52:53
71,71,87,59,2,17:52:54
71,71,87,59,2,17:52:55
71,71,87,59,2,17:52:55
71,71,-1318,14,2,17:52:55
71,71,-1318,14,2,17:52:55
71,71,-1318,14,2,17:52:55
73,69,-1318,14,2,17:52:55
73,69,-1318,14,2,17:52:59
73,69,-1318,14,2,17:52:59
73,69,-290,62,2,17:52:59
73,69,-290,62,2,17:52:59
73,69,-290,62,2,17:52:59
73,72,-290,62,2,17:52:59
73,72,-290,62,2,17:53:3
73,72,-290,62,2,17:53:3
73,72,-77,69,2,17:53:3
73,72,-77,69,2,17:53:3
73,73,-77,69,2,17:53:3
73,73,-77,69,2,17:53:7
73,73,-77,69,2,17:53:7
73,73,138,59,2,17:53:7
74,74,138,59,2,17:53:7
74,74,138,59,2,17:53:8
74,74,138,59,2,17:53:8
74,74,666,14,2,17:53:8
76,78,666,14,2,17:53:8
76,78,666,14,2,17:53:9
76,78,666,14,2,17:53:9
76,78,-97,14,2,17:53:9
76,76,-97,14,2,17:53:9
76,76,-97,14,2,17:53:9
76,76,-97,14,2,17:53:9
76,76,-720,14,2,17:53:9
76,76,-720,14,2,17:53:9
76,76,-720,14,2,17:53:9
78,76,-720,14,2,17:53:10
78,76,-720,14,2,17:53:12
78,76,-720,14,2,17:53:12
78,76,530,14,2,17:53:12
78,80,530,14,2,17:53:12
78,80,530,14,2,17:53:12
78,80,530,14,2,17:53:12
78,80,-134,68,2,17:53:12
78,80,-134,68,2,17:53:12
78,78,-134,68,2,17:53:12
78,78,-134,68,2,17:53:16
78,78,-134,68,2,17:53:16
78,78,-77,58,2,17:53:16
78,78,-77,58,2,17:53:16
79,79,-77,58,2,17:53:16
79,79,-77,58,2,17:53:17
79,79,-77,58,2,17:53:17
79,79,-1544,14,2,17:53:17
79,79,-1544,14,2,17:53:17
79,79,-1544,14,2,17:53:17
81,76,-1544,14,2,17:53:17
81,76,-1544,14,2,17:53:20
81,76,-1544,14,2,17:53:20
81,76,618,14,2,17:53:20
81,83,618,14,2,17:53:20
81,83,618,14,2,17:53:21
81,83,618,14,2,17:53:21
81,83,-215,74,2,17:53:21
81,83,-215,74,2,17:53:22
81,80,-215,74,2,17:53:22
81,80,-215,74,2,17:53:25
81,80,-215,74,2,17:53:25
81,80,749,14,2,17:53:25
81,83,749,14,2,17:53:25
81,83,749,14,2,17:53:25
81,83,749,14,2,17:53:25
81,83,-215,82,2,17:53:25
81,83,-215,82,2,17:53:26
81,80,-215,82,2,17:53:26
81,80,-215,82,2,17:53:27
81,80,-215,82,2,17:53:27
81,80,749,14,2,17:53:27
81,80,749,14,2,17:53:27
81,83,749,14,2,17:53:27
81,83,749,14,2,17:53:27
81,83,749,14,2,17:53:27
81,83,-159,85,2,17:53:27
81,81,-159,85,2,17:53:28
81,81,-159,85,2,17:53:31
81,81,-159,85,2,17:53:31
81,81,14,31,2,17:53:31
81,81,14,31,2,17:53:31
81,81,14,31,2,17:53:31
81,81,6230,14,2,17:53:31
81,81,6230,14,2,17:53:31
81,81,6230,14,2,17:53:31
69,88,6230,14,2,17:53:32
69,88,6230,14,2,17:53:33
69,88,6230,14,2,17:53:34
69,88,6230,14,2,17:53:34
69,69,6230,14,2,17:53:34
69,69,6230,14,2,17:53:40
69,69,6230,14,2,17:53:40
69,69,20,65,2,17:53:40
69,69,20,65,2,17:53:40
71,71,20,65,2,17:53:40
71,71,20,65,2,17:53:44
71,71,20,65,2,17:53:44
71,71,-150,62,2,17:53:44
71,71,-150,62,2,17:53:44
73,73,-150,62,2,17:53:44
73,73,-150,62,2,17:53:49
73,73,-150,62,2,17:53:49
73,73,-73,73,2,17:53:49
74,74,-73,73,2,17:53:49
74,74,-73,73,2,17:53:51
74,74,-73,73,2,17:53:51
74,74,-2333,14,2,17:53:51
74,74,-2333,14,2,17:53:51
74,74,-2333,14,2,17:53:51
76,69,-2333,14,2,17:53:52
76,69,-2333,14,2,17:53:53
76,69,-2333,14,2,17:53:53
76,69,-10,62,2,17:53:53
76,69,-10,62,2,17:53:54
76,76,-10,62,2,17:53:54
76,76,-10,62,2,17:53:58
76,76,-10,62,2,17:53:58
76,76,-85,75,2,17:53:58
78,78,-85,75,2,17:53:59
78,78,-85,75,2,17:54:3
78,78,-85,75,2,17:54:3
78,78,416,14,2,17:54:3
79,80,416,14,2,17:54:3
79,80,416,14,2,17:54:3
79,80,416,14,2,17:54:3
79,80,-25,75,2,17:54:3
79,80,-25,75,2,17:54:3
79,80,-25,75,2,17:54:3
79,79,-25,75,2,17:54:3
79,79,-25,75,2,17:54:7
79,79,-25,75,2,17:54:7
79,79,681,14,2,17:54:7
81,83,681,14,2,17:54:7
81,83,681,14,2,17:54:7
81,83,681,14,2,17:54:7
81,83,-171,86,2,17:54:7
81,80,-171,86,2,17:54:7
81,80,-171,86,2,17:54:11
81,80,-171,86,2,17:54:11
81,80,749,14,2,17:54:11
81,83,749,14,2,17:54:11
81,83,749,14,2,17:54:11
81,83,749,14,2,17:54:11
81,83,-101,70,2,17:54:11
81,81,-101,70,2,17:54:11
81,81,-101,70,2,17:54:19
81,81,-101,70,2,17:54:19
81,81,-2,14,2,17:54:19
81,81,-2,14,2,17:54:20
81,81,-2,14,2,17:54:21
81,81,-2,14,2,17:54:22
81,81,-2,14,2,17:54:22
69,69,-2,14,2,17:54:22
69,69,-2,14,2,17:54:29
69,69,-2,14,2,17:54:29
69,69,0,53,2,17:54:29
71,71,0,53,2,17:54:29
71,71,0,53,2,17:54:35
71,71,0,53,2,17:54:35
71,71,-54,69,2,17:54:35
73,73,-54,69,2,17:54:35
73,73,-54,69,2,17:54:39
73,73,-54,69,2,17:54:39
73,73,298,35,2,17:54:39
74,75,298,35,2,17:54:39
74,75,298,35,2,17:54:42
74,75,298,35,2,17:54:42
74,75,34,59,2,17:54:42
74,74,34,59,2,17:54:42
74,74,34,59,2,17:54:45
74,74,34,59,2,17:54:45
74,74,-10,14,2,17:54:45
76,76,-10,14,2,17:54:45
76,76,-10,14,2,17:54:45
76,76,-10,14,2,17:54:45
76,76,-633,40,2,17:54:45
76,76,-633,40,2,17:54:45
76,76,-633,40,2,17:54:46
